description,price,rooms,area,location,floor
 YÜKSELTEPE'DE ARA KATTA 130 M2 FULL YAPILI 3+1 SATILIK DAİRE,2.790.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Yükseltepe Mh.,layers2. Kat
 KEÇİÖREN AYVALI MAHALLESİNDE 3+1 FULL YAPILI FIRSAT DAİRE,2.900.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Ayvalı Mh.,layers1. Kat
 AKİF'ten AYYILDIZ'da 3+1 SİTE İÇİ ÇARŞI YANI AHİMESUT BULVARI YA...,2.100.000 TL,weekend3+1,texture110 m2,Ankara - Etimesgut - Ayyıldız Mh.,layers4. Kat
Yenikent Necip Fazıl Bulvarın da Yol Cepheli ara katta 3+1 Satılı...,1.995.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Menderes Mh.,layers1. Kat
 GÖLBAŞI MERKEZİNDE / EYMİR MAHALLESİNDE FULL YAPILI 3+1 ,3.000.000 TL,weekend3+1,texture125 m2,Ankara - Gölbaşı - Eymir Mh.,layersYüksek giriş
 CİHANDAN KARAHÖYÜK CAD ÜZERİ FULL YAPILI MANZARALI BOL GÜNEŞ 4+1,4.100.000 TL,weekend4+1,texture180 m2,Ankara - Yenimahalle - Avcılar Mh.,layers10. Kat
" ALTINDAĞ - KARAPÜRÇEK MAHALLESİNDE ASANSÖRLÜ, 2+1 SATILIK DAİRE ...",1.275.000 TL,weekend2+1,texture100 m2,Ankara - Altındağ - Karapürçek Mh.,layersBahçe katı
 Pınarbaşı Mahallesinde 4+1 Giyinme odalı Daire,3.500.000 TL,weekend4+1,texture175 m2,Ankara - Sincan - Pınarbaşı Mh.,layers6. Kat
BEY GROUP'DAN KEÇİÖREN HİSAR'DA 3+1 135 m2 FULL YAPILI MASRAFSIZ ...,2.370.000 TL,weekend3+1,texture145 m2,Ankara - Keçiören - Hisar Mh.,layers2. Kat
 ATALAY EMLAKTAN ATAPARKTA MERKEZDE KATTA MASRAFSIZ DAİRE,2.589.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Atapark Mh.,layers4. Kat
 DOĞANOĞLUN'DAN SİTE İÇERSİNDE ULTRA LÜX 4+1 FIRSAT DAİRELER,5.300.000 TL,weekend4+1,texture225 m2,Ankara - Gölbaşı - Bahçelievler Mh.,layers1. Kat
 SERDAR EMLAK TAN 4 + 1 2. KAT GENİŞ GİYİNME ODALI YAPILI SİTE İÇ...,4.490.000 TL,weekend4+1,texture185 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers2. Kat
EPA'dan SARAYCIK MH. TOKİ SATILIK 3+1 123m² KATTA MANZARALI,2.500.000 TL,weekend3+1,texture123 m2,Ankara - Sincan - Saraycık Mh.,layers7. Kat
EPA'dan SARAYCIK MH. TOKİ BLOKLARI SATILIK 2+1 97m² TAPULU DAİRE,1.850.000 TL,weekend2+1,texture97 m2,Ankara - Sincan - Saraycık Mh.,layersYüksek giriş
EPA'dan SARAYCIK MAH. TOKİ'de SATILIK BOŞ 2+1 KÖŞE DAİRE,2.275.000 TL,weekend2+1,texture98 m2,Ankara - Sincan - Saraycık Mh.,layers3. Kat
KIZILCAŞAR MAHALLESİ'NDE SATILIK 1+1 EMSALSİZ DAİRE,3.350.000 TL,weekend1+1,texture80 m2,Ankara - Gölbaşı - Kızılcaşar Mh.,layersYüksek giriş
 YENİKENT KREDİ LİMİTSİZ MERKEZİ KONUMDA ACİL SATILIK ,1.870.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers4. Kat
 Deneme İlanıdır Deneme İlanıdır,200.000 TL,weekendStüdyo,texture120 m2,Ankara - Etimesgut - Göksu Mh.,layersBahçe dublex
 İNCİRLİ TAM MERKEZ İNCİRLİ LİSESİ YAKIN 3+1 FULL YAPILI BALKONLU,1.349.000 TL,weekend3+1,texture115 m2,Ankara - Keçiören - İncirli Mh.,layersKot 1 (-1). Kat
 MÇ EMLAKTAN FUL YAPILI 2+1 SATILIK BAHÇE KATI DAİRE,1.266.000 TL,weekend2+1,texture95 m2,Ankara - Sincan - Plevne Mh.,layersBahçe katı
 MEHMET ÖZDEMİR 'DEN MENDERES MAH. 3+1 FULL YAPILI ARAKAT DAİRESİ,2.750.000 TL,weekend3+1,texture140 m2,Ankara - Sincan - Menderes Mh.,layers1. Kat
KEÇİÖREN YÜKSELTEPEDE  3+1 KİLERLİ SATILIK DAİRE,2.199.000 TL,weekend3+1,texture150 m2,Ankara - Keçiören - Yükseltepe Mh.,layersKot 1 (-1). Kat
SİNCAN PİLEVNEDE DAİRE 3+1 FIRSAT DAİRESİ MANTOLAMALİ GÜNEY ,1.250.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Plevne Mh.,layersDüz Giriş (Zemin)
 YIL BİTER![İMZA]'DA DAİRE BİTMEZ! ATAPARK'DA CD.DİBİ 3+1Y.GİRİŞ!,1.949.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Atapark Mh.,layersYüksek giriş
 14.CADDE_ÜZERİNDE_GENİŞ_120M2_UYGUN_FIRSAT_3+1_DAİRE,2.165.000 TL,weekend3+1,texture120 m2,Ankara - Etimesgut - Topçu Mh.,layers2. Kat
 GLOBAL YATIRIM A.Ş. --- FIRSAT DAİRESİ - 3+1 -ÖN -ÜSTKAT-BATI CE...,1.950.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Ayvalı Mh.,layers2. Kat
 YENİMAHALLE MİRALAY NAZIM BEY SOKAK 4+1 DUBLEKS DAİRE,4.230.000 TL,weekend4+1,texture240 m2,Ankara - Yenimahalle - Ragıp Tüzün Mh.,layers3. Kat
 MENDERES MAHALLESİ MÜKEMMEL KONUM GENİŞ 2+1 SATILIK,1.748.000 TL,weekend2+1,texture115 m2,Ankara - Sincan - Menderes Mh.,layers1. Kat
SİNCAN PINARBAŞI MAH SALON BAGIMSIZ ÖN CEPHE 12 YILLIK DAİRE,1.798.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Pınarbaşı Mh.,layers3. Kat
ÇANKAYA YILDIZEVLER'DE MUHTEŞEM YAPILI 6+2 DUBLEX,8.900.000 TL,weekend6+2,texture300 m2,Ankara - Çankaya - Yıldızevler Mh.,layers3. Kat
UNİGUE DE 1+1 EŞYALI TEMİZ EXTRALI,2.250.000 TL,weekend1+1,texture70 m2,Ankara - Çankaya - Yaşamkent Mh.,layersKot 1 (-1). Kat
 ADA İNNCEK KONUTLARINDA SIFIR 2+1 SATILIK DAİRE,3.800.000 TL,weekend2+1,texture110 m2,Ankara - Gölbaşı - Taşpınar Mh.,layers4. Kat
SİNCAN PINARBASI MAH 8 YILLIK ÖN 1ARAKAT SALON BAGIMSIZ DAİRE,2.089.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Pınarbaşı Mh.,layers1. Kat
 ANKARA KUŞCAĞIZ GİRİŞ KAT FİYATINA KATTA DAİRE KOMŞUDAN,1.989.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Kuşcağız Mh.,layers1. Kat
PUSULADAN PINARBAŞI 3+1 BAĞIMSIZ ULTRALÜX ARAKATTA FIRSAT DAİRSİ,1.839.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Pınarbaşı Mh.,layers2. Kat
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN OTOPARKLI LÜKS SİTEDE 3.KAT 4+...,3.600.000 TL,weekend4+1,texture190 m2,Ankara - Pursaklar - Merkez Mh.,layers3. Kat
SİNCAN AKŞEMSETTİN CADDE ÜZERİNDE FULL YAPILI 3+1 SATILIK DAİRE,1.859.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Akşemsettin Mh.,layers4. Kat
BAHÇELİEVLERDE  AKDENİZ CADDESİNDE 2+1 2. KATTA ,2.900.000 TL,weekend2+1,texture100 m2,Ankara - Çankaya - Yukarı Bahçelievler Mh.,layers2. Kat
Karapürçek te 2+1 süper daire ,1.275.000 TL,weekend2+1,texture90 m2,Ankara - Altındağ - Karapürçek Mh.,layersBahçe katı
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN KAPALI OTOPARKLI LÜKS SİTEDE 1...,4.900.000 TL,weekend4+1,texture195 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers12. Kat
TURGUT ÖZAL MAH. VERA PARK 2 SİTESİNDE 4+1 170m² SATILIK DAİRE,4.499.000 TL,weekend4+1,texture170 m2,Ankara - Yenimahalle - Turgut Özal Mh.,layers12. Kat
KEÇİÖREN OVACIK LEXUS KULE'DE 285 m² 5+1 HARİKA BİR DAİRE,9.550.000 TL,weekend5+1,texture285 m2,Ankara - Keçiören - Ovacık Mh.,layers8. Kat
 ETLİK'DE ANA CADDE ÜZERİ MANZARALI BAĞIMSIZ KATTA YAPILI 3+1 DAİ...,2.890.000 TL,weekend3+1,texture140 m2,Ankara - Keçiören - Aşağı Eğlence Mh.,layers3. Kat
 KARİYER'DEN A.EĞLENCE GÖBEK 19.000TL KİRACILI SIFIR EŞYALI DAİRE,2.380.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Aşağı Eğlence Mh.,layersDüz Giriş (Zemin)
 AYVALI CADDE ÜZERİNDE ÖN CEPHE ULTRA LÜX YAPILI KATTA 3+1 DAİRE!...,3.130.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Ayvalı Mh.,layers1. Kat
" ALTINDAĞ, KARAPÜRÇEK ALTIN VADİ EVLERİ 3+1 SATILIK DAİRE",3.250.000 TL,weekend3+1,texture180 m2,Ankara - Altındağ - Karapürçek Mh.,layers5. Kat
 MAMAK BAHÇELERÜSTÜ'NDE ACİL SATILIK YENİ BİNADA İÇİ LÜKS YAPILI ...,2.895.000 TL,weekend4+1,texture170 m2,Ankara - Mamak - Bahçelerüstü Mh.,layers4. Kat
 YAŞAMKENT RELAX PLUS A BLOK ARA KAT 1+1 BALKONLU SATILIK DAİRE,2.950.000 TL,weekend1+1,texture60 m2,Ankara - Çankaya - Yaşamkent Mh.,layers3. Kat
PANORA YAKINI MERKEZİ LOKASYONDA MANZARALI SATILIK 3+1 DAİRE,5.800.000 TL,weekend3+1,texture125 m2,Ankara - Çankaya - Oran Mh.,layers11. Kat
ATLANTİS YANINDA SİTEDE ARAKAT GÜNEY CEPHE SATILIK 3+1 DAİRE,3.250.000 TL,weekend3+1,texture145 m2,Ankara - Yenimahalle - Kardelen Mh.,layers2. Kat
PANORA YAKINI MERKEZİ LOKASYONDA MANZARALI SATILIK 3+1 DAİRE,5.800.000 TL,weekend3+1,texture125 m2,Ankara - Çankaya - Oran Mh.,layers11. Kat
ATLANTİS YANINDA SİTEDE ARAKAT GÜNEY CEPHE SATILIK 3+1 DAİRE,3.250.000 TL,weekend3+1,texture145 m2,Ankara - Yenimahalle - Kardelen Mh.,layers2. Kat
YÜCETEPE MAH FULL+FULL YAPILI 1+1 ARA KAT SATILIK DAİRE,2.750.000 TL,weekend1+1,texture80 m2,Ankara - Çankaya - Yücetepe Mh.,layers1. Kat
YÜCETEPE MAH FULL+FULL YAPILI 1+1 ARA KAT SATILIK DAİRE,2.750.000 TL,weekend1+1,texture80 m2,Ankara - Çankaya - Yücetepe Mh.,layers1. Kat
YTM EMLAK'TAN AKŞEMSETTİN MAH'DE 3+1 FULL YAPILI YÜKSEK GİRİŞTE,1.749.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Akşemsettin Mh.,layersYüksek giriş
YTM EMLAK'TAN AKŞEMSETTİN MAH'DE 3+1 FULL YAPILI YÜKSEK GİRİŞTE,1.749.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Akşemsettin Mh.,layersYüksek giriş
**YTM EMLAK'TAN MALAZGİRT MAH'DE 3+1 EBEVEYN BANYOLU ARA KATTA**,2.390.000 TL,weekend3+1,texture140 m2,Ankara - Sincan - Malazgirt Mh.,layers2. Kat
FIRSATLAR MCK'DAN BAŞLIYORR ! GİRİŞ DAİREİSİ ÖZEL TASARIM!,1.849.999 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Kanuni Mh.,layersDüz Giriş (Zemin)
LOKASYONUN EN İYİSİ SİZLERE SUNUYOR MCK' GAYRİMENKUL ' FARKIYLA,1.658.999 TL,weekend3+1,texture110 m2,Ankara - Keçiören - Kuşcağız Mh.,layersKot 1 (-1). Kat
2024 'GÜZEL BİR EVİM OLSUN İSTEYENLERE MCK GAYRİMENKUL FARKIYLA,2.950.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Atapark Mh.,layers3. Kat
BATTALGAZİ MAH. BOSTANCIK CADDE YANI 140m² KATTA 3+1 SIFIR DAİRE,2.090.000 TL,weekend3+1,texture150 m2,Ankara - Altındağ - Battalgazi Mh.,layers2. Kat
SBELL'DEN EMEK'TE YENİ BİNADA ARA KATTA ÖN CEPHEDE EBEVEYN BANYOL...,6.300.000 TL,weekend2+1,texture110 m2,Ankara - Çankaya - Emek Mh.,layers2. Kat
SBELL'DEN EMEK'TE YENİ BİNADA 3 BANYOLU 4+1 TERASLI LÜKS SIFIR DU...,7.900.000 TL,weekend4+1,texture160 m2,Ankara - Çankaya - Emek Mh.,layers3. Kat
Eryaman Mahallesinde Satılık 4+1 Ultra Lüks Daire Goldkey den,4.990.000 TL,weekend4+1,texture185 m2,Ankara - Etimesgut - Eryaman Mh.,layers19. Kat
SİTE İÇİNDE YAPILI ..3+1 SATILIK DAİRE,3.200.000 TL,weekend3+1,texture130 m2,Ankara - Yenimahalle - Anadolu Mh.,layers8. Kat
Eryaman Mahallesinde Satılık 4+1 Ultra Lüks Daire Goldkey den,4.990.000 TL,weekend4+1,texture185 m2,Ankara - Etimesgut - Eryaman Mh.,layers19. Kat
BİRLİK MAHALLESİ 436.CADDE 2.KAT SATILIK 3+1 KUPON DAİRE........,3.050.000 TL,weekend3+1,texture145 m2,Ankara - Çankaya - Birlik Mh.,layers2. Kat
KALEKIŞLADAN YAPILI SATİLIK 4+1 DUBLEKS,2.750.000 TL,weekend4+1,texture260 m2,Ankara - Mamak - Tuzluçayır Mh.,layers4. Kat
AŞIKPAŞA CADDESİ ÜSTÜ YENİ BİNADA KAT KONUMUNDA 2++,1.595.000 TL,weekend2+1,texture110 m2,Ankara - Keçiören - Pınarbaşı Mh.,layers1. Kat
 ONKOLOJİ HASTANESİ YANI  URANKENT'TE SATILIK 2+1 DAİRE,2.775.000 TL,weekend2+1,texture90 m2,Ankara - Yenimahalle - Mehmet Akif Ersoy Mh.,layers7. Kat
 EMEKTE 4+1 130 M ²  SATILIK DAİRE ZAFER EMLAKTAN,3.950.000 TL,weekend4+1,texture130 m2,Ankara - Çankaya - Emek Mh.,layersYüksek giriş
 RÜYA EMLAKTAN KENTSELİN GÖBEĞİN DE GÜRKAN SOK KATTA 3+1 DAİRE ,2.100.000 TL,weekend3+1,texture115 m2,Ankara - Keçiören - Şenlik Mh.,layers3. Kat
ZİRAAT MÜHENDİSLERİ SİTESİNDE 3+1 BAKIMLI DAİRE,4.300.000 TL,weekend3+1,texture120 m2,Ankara - Çankaya - Birlik Mh.,layers7. Kat
TOPRAK EMLAKTAN ANK KEÇİÖREN AKTEPE MAH DE 2+1 Y.GIRIS DAIRE,1.690.000 TL,weekend2+1,texture110 m2,Ankara - Keçiören - Aktepe Mh.,layersYüksek giriş
 RÜYA EMLAKTAN DUTKLUK METROSUNA YAKIN KATTA BAĞIMSIZ 3+1 DAİRE ,1.950.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Uyanış Mh.,layers3. Kat
ATAPARK GÖBEKTE 3+1 KATTA MASRAFSIZ YÜKSEK M2 YİNE KAPUKAYA'DA,2.245.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Atapark Mh.,layers1. Kat
ATAPARK GÖBEKTE 3+1 KATTA MASRAFSIZ YÜKSEK M2 YİNE KAPUKAYA'DA,2.245.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Atapark Mh.,layers1. Kat
KUŞCAĞIZ'IN EN GÜZEL 2+1 DAİRESİ,1.675.000 TL,weekend2+1,texture120 m2,Ankara - Keçiören - Kuşcağız Mh.,layersDüz Giriş (Zemin)
AKTEPE YEŞİLTEPE MAH KAT BİR 4+1 ASANSÖRLÜ ÇİF BANYO FUL YAPILI,3.350.000 TL,weekend4+1,texture150 m2,Ankara - Keçiören - Yeşiltepe Mh.,layers1. Kat
  YILMAZ GAYRİMENKULDEN KACIRILMAYACAK  2+1 ACIL FIRSAT DAIRESİ  ...,1.549.000 TL,weekend2+1,texture100 m2,Ankara - Sincan - Tandoğan Mh.,layers2. Kat
  YILMAZ GAYRİMENKULDEN KACIRILMAYACAK  3+1 ACIL FIRSAT DAIRESİ  ...,1.259.000 TL,weekend3+1,texture125 m2,Ankara - Sincan - Mareşal Çakmak Mh.,layersBahçe katı
 HAKAN EMLAK'TAN AKŞEMSETTİN MAH. 3+1 GENİŞ YAPILI KUPON DAİRE!!!...,1.439.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Akşemsettin Mh.,layers4. Kat
 KARAPÜRÇEK'TE SALI PAZARI YAKINI 3+1 130m² SATILIK SIFIR DAİRE,1.750.000 TL,weekend3+1,texture140 m2,Ankara - Altındağ - Karapürçek Mh.,layersYüksek giriş
ETLİK VETERİNERLİK YANI YÜKSEK GİRİŞ 2+1 ÖN CEPHE FIRSAT DAİRESİ!...,1.395.000 TL,weekend2+1,texture115 m2,Ankara - Keçiören - Esertepe Mh.,layersYüksek giriş
AYVALI'DA KENDİNE ÖZEL BAHÇELİ 3+1 AMERİKAN MUTFAK ULTRA LÜX YAPI...,1.930.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Etlik Mh.,layersBahçe katı
ALTINOVADA 3+1 KATTA SIFIR AYARINDA DAİRE ŞAH EMLAK GÜVENCESİYLE,2.450.000 TL,weekend3+1,texture150 m2,Ankara - Pursaklar - Altınova Mh.,layers4. Kat
"DİKMEN MALAZGİRT MAH,SİNDE KATTA 1+1 YENİ BİNADA SATILIK DAİRE",1.900.000 TL,weekend1+1,texture65 m2,Ankara - Çankaya - Malazgirt Mh.,layers1. Kat
"DİKMEN MALAZGİRT MAH,SİNDE KATTA 1+1 YENİ BİNADA SATILIK DAİRE",1.900.000 TL,weekend1+1,texture65 m2,Ankara - Çankaya - Malazgirt Mh.,layers1. Kat
ARCADİUM KARŞISI MERKEZİ KONUMDA OYAK 6 SİTESİNDE BOŞ DAİRE,5.500.000 TL,weekend3+1,texture110 m2,Ankara - Çankaya - Prof. Dr. Ahmet Taner Kışlalı Mh.,layers3. Kat
DİKMEN VE SİNAN CADDESİ YAKINI 1+0 SATILIK DAİRE,990.000 TL,weekendStüdyo,texture30 m2,Ankara - Çankaya - Naci Çakır Mh.,layersDüz Giriş (Zemin)
BOZKIRDAN  YENİ BİNA DA ÖZEL MİMARİ YAPILI ASANSÖZRLÜ MASRAFSIZ S...,2.650.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Yükseltepe Mh.,layers3. Kat
 EŞİYOK EMLAKTAN KARAKAYA MAHALESİN DE 4+1.KAT.3  FUL+FUL YAPILI ...,2.990.000 TL,weekend4+1,texture155 m2,Ankara - Keçiören - Karakaya Mh.,layers4. Kat
 ENGİN EMLAK'TAN SATILIK PURSAKLAR MERKEZDE ASANSÖRLÜ 3+1 DAİRE!!,2.785.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Merkez Mh.,layers1. Kat
 LEVENT'TEN GENÇ BİNADA KEKLİKPINARI'NDA DİKMEN SOSYETE PAZARI YA...,2.250.000 TL,weekend3+1,texture110 m2,Ankara - Çankaya - Keklik Pınarı Mh.,layersYüksek giriş
 OVACIK'TA LÜX YAPILI UYGUN FİYAT 3+1  SIFIR DAİRE.!,3.025.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Ovacık Mh.,layers3. Kat
 BAHÇELİEVLERDE SATILIK BEŞEVLER YAKINI KAT EKSİKLİ 3+1 ADER'DEN,4.650.000 TL,weekend3+1,texture110 m2,Ankara - Çankaya - Bahçelievler Mh.,layers2. Kat
 MARQA'DAN OVACIK MEVKİ KOBLAY YAKINI 4+1 LÜX YAPILI 150m2 DAİRE!,3.199.000 TL,weekend4+1,texture155 m2,Ankara - Keçiören - Yayla Mh.,layers2. Kat
 OVACIK'da BULVAR YAKINI GENİŞ ULTRA LÜX SATILIK 4+1 DAİRE !!,5.500.000 TL,weekend4+1,texture200 m2,Ankara - Keçiören - Yükseltepe Mh.,layers5. Kat
 MARQA'DAN OVACIK'DA ÇAMBAŞI CAD. SİTE İÇİNDE FULL YAPILI 3+1 !!!,4.300.000 TL,weekend3+1,texture150 m2,Ankara - Keçiören - Atapark Mh.,layers11. Kat
 TANER'DEN DİKMEN NAKIŞ SOKAK'TA 3+1 ORTA KAT ÖN CEPHE SÜPER LÜKS,3.575.000 TL,weekend3+1,texture120 m2,Ankara - Çankaya - Harbiye Mh.,layers2. Kat
 TANER DEN DİKMEN CADDE ÜZERİNDE MANZARALI EMSALSİZ LÜKS KONUT,4.550.000 TL,weekend3+1,texture160 m2,Ankara - Çankaya - Malazgirt Mh.,layers3. Kat
 TANER'DEN SOKULLU CADDESİ PARALELİ 3+1 KOMBİLİ OTOPARKLI GİRİŞ K...,2.089.000 TL,weekend3+1,texture110 m2,Ankara - Çankaya - Sokullu Mehmet Paşa Mh.,layersDüz Giriş (Zemin)
 GOLD EMLAKTAN ÖZLEM CADDESİNDE ASANSÖRLÜ KATTA YAPILI YÜKSEK KRE...,2.490.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Etlik Mh.,layers1. Kat
 NASİP EMLAK'TAN 4+1 SİTE İÇERİSİNDE TERAS BALKONLU HESAPLI FIRSA...,3.600.000 TL,weekend4+1,texture180 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers1. Kat
 GOLD EMLAKTAN CADDE ÜSTÜ MERKEZİ YERDE KİRACILIĞA SON 3+1 DAİRE,1.550.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Etlik Mh.,layersDüz Giriş (Zemin)
 ACİL !! YAYLA MAHALLESİNDE İSTER YATIRIMA İSTER OTURUMA 2+1 100M...,1.389.000 TL,weekend2+1,texture110 m2,Ankara - Keçiören - Yayla Mh.,layersKot 2 (-2). Kat
YENİKENT MENDERES'DE SİTE İÇERİSİNDE 3+1 SON KAT SATILIK DAİRE ,2.350.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Menderes Mh.,layers4. Kat
YENİKENT MENDERES DE SON KATTA YOL CEPHELİ 3+1 SON KAT FIRSAT DAİ...,2.100.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Menderes Mh.,layers4. Kat
 ES-AS'TAN SARAYCIK MH 4+1 E.BANYOLU ASANSÖRLÜ SATILIK DAİRE,3.950.000 TL,weekend4+1,texture180 m2,Ankara - Sincan - Saraycık Mh.,layers9. Kat
 LEVENT'TEN DİKMEN HÜRRİYET CADDESİNDE ÇETİNEMEÇ BULVARI YAKINI 2...,2.250.000 TL,weekend2+1,texture115 m2,Ankara - Çankaya - Harbiye Mh.,layersDüz Giriş (Zemin)
SİNCAN SARAYCIK MH3+1 ARA KATA BAĞIMSIZ ÖNCEPHE FUL YAPILI DAİRE,2.869.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Saraycık Mh.,layers1. Kat
 Ankara Polatlı Şentepe Mahallesi 4+1 ve 3+1 Satılık Sıfır Dairel...,2.750.000 TL,weekend4+1,texture160 m2,Ankara - Polatlı - Şentepe Mh.,layers3. Kat
 Ankara Polatlı Kurtuluş Mahallesi Arakat 3+1 Satılık Daire,1.850.000 TL,weekend3+1,texture135 m2,Ankara - Polatlı - Kurtuluş Mh.,layers2. Kat
 ^^CADDE EMLAK'TAN GİRİŞ KATTA YAPILI 3+1 SATILIK DAİRE^^,1.639.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Akşemsettin Mh.,layersBahçe katı
 SİNCAN SARAYCIK MAH DE GEL GÖR AL MEGA LÜX YAPILI  0 BİNA ASANSÖ...,3.950.000 TL,weekend4+1,texture165 m2,Ankara - Sincan - Saraycık Mh.,layers9. Kat
 KIZILAYIN MERKEZİNDE CADDE ÜZERİNDE 3+1 DAİRE SATIŞTA KAÇIRMAYIN,3.850.000 TL,weekend3+1,texture140 m2,Ankara - Çankaya - Kocatepe Mh.,layers4. Kat
 ANKALİFE'TAN AKTAŞ TOKİDE YATIRIMLIK SATILIK 3+1 DAİRE,1.777.000 TL,weekend3+1,texture120 m2,Ankara - Altındağ - Gültepe Mh.,layers5. Kat
" ŞEN EVLER SİTESİ'NDE 4+1 BAKIMLI, GENİŞ SATILIK DAİRE",6.750.000 TL,weekend4+1,texture220 m2,Ankara - Yenimahalle - Serhat Mh.,layers4. Kat
 ÜNSAL'DAN | SÜVARİ MAH.'DE | 3+1 | FUL+FUL | ÖN CEPHE | İSKANLI,2.295.000 TL,weekend3+1,texture125 m2,Ankara - Etimesgut - Süvari Mh.,layers1. Kat
 SR EMLAK'TAN SİNCAN ERTUĞRUL GAZİ MAH'DE 3+1 110m² BAĞIMSIZ YAPI...,2.099.000 TL,weekend3+1,texture115 m2,Ankara - Sincan - Ertuğrulgazi Mh.,layersDüz Giriş (Zemin)
 SR EMLAK'TAN SİNCAN MAREŞAL ÇAKMAK MAH'DE 3+1 125 m² ÖN CEPHE MA...,1.630.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Mareşal Çakmak Mh.,layersYüksek giriş
 SR EMLAK'TAN ANDİÇEN MAH'DE 4+1 220 m² BAĞIMSIZ ÖN CEPHE ULAŞIMA...,2.000.000 TL,weekend4+1,texture225 m2,Ankara - Sincan - Andiçen Mh.,layers4. Kat
 ZİYA GÖKALP CADDESİNE YAKIN ARA KATTA 4+1 DAİRE SATIŞTA,3.720.000 TL,weekend4+1,texture140 m2,Ankara - Çankaya - Kültür Mh.,layers2. Kat
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN 5.KAT 3+1 MANZARALI GUYGUN FİY...,3.750.000 TL,weekend3+1,texture165 m2,Ankara - Pursaklar - Yunus Emre Mh.,layers5. Kat
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN 3+1 1.KAT FATİH MAH. FUL YAPIL...,3.050.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Fatih Mh.,layers1. Kat
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN 3.KAT 3+1 İÇİ SIFIRTAN YAPILI ...,2.225.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Yunus Emre Mh.,layers3. Kat
 ROTA GAYRİMENKUL'DEN İSTİLKAK  MAHALLESİ 2+1 SATILIK FIRSAT DAİR...,1.550.000 TL,weekend2+1,texture110 m2,Ankara - Polatlı - İstiklal Mh.,layers7. Kat
" LEVENT'TEN SİNAN CADDESİNE BİR BİNA MESAFEDE 3+1,120M2 ÖN CEPHE ...",3.450.000 TL,weekend3+1,texture120 m2,Ankara - Çankaya - Naci Çakır Mh.,layers3. Kat
ESAT CADDESİNDE MUHTEŞEM KONUMDA SATILIK DAİRE,3.350.000 TL,weekend2+1,texture125 m2,Ankara - Çankaya - Esatoğlu Mh.,layers5. Kat
 EMEKTE SATILIK LÜKS 2+1 MİLLİ KÜTÜPHANE YAKINI ADER'DEN,3.000.000 TL,weekend2+1,texture70 m2,Ankara - Çankaya - Emek Mh.,layersKot 1 (-1). Kat
POLATLI ZAFERDE 3+1/110MK. DGAZLI ZEMİN KAT DAİRE,730.000 TL,weekend3+1,texture115 m2,Ankara - Polatlı - Zafer Mh.,layersBodrum Kat
